step,amount,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,original_error,is_transfer_or_cashout,fraud_prone,transfer_high_amount
22,37100.29,1,0,1,0,0,0,0.0,1,1,0
352,4562.36,0,0,0,0,1,0,-4562.36,0,0,0
493,605108.36,1,0,0,0,0,1,0.0,1,1,1
477,338293.14,1,0,1,0,0,0,0.0,1,1,0
500,157347.36,0,0,1,0,0,0,-146504.36,1,1,0
304,3100.22,0,0,0,0,1,0,225064.2357996671,0,0,0
371,70124.78,0,0,1,0,0,0,-70124.78,1,1,0
347,189653.55,0,0,1,0,0,0,-157741.55,1,1,0
331,239312.91,0,1,0,0,0,0,4782679.174107214,0,0,0
27,1218165.88,1,0,1,0,0,0,0.0,1,1,0
371,124710.2,0,1,0,0,0,0,-63273.334362872316,0,0,0
309,298879.48,0,1,0,0,0,0,1673488.1141535053,0,0,0
235,46257.84,0,1,0,0,0,0,6497542.228924772,0,0,0
402,17785.82,0,0,0,0,1,0,14950.566785874576,0,0,0
376,16822.2,0,0,0,0,1,0,54489.89401099237,0,0,0
139,31165.38,0,0,0,0,1,0,-30444.38,0,0,0
177,6230.63,0,0,0,0,1,0,6732.553833225854,0,0,0
374,21180.91,0,0,0,0,1,0,-21180.91,0,0,0
441,107363.54,1,0,0,0,0,1,0.0,1,1,0
134,25654.67,0,0,1,0,0,0,74222.11501800938,1,1,0
351,16827.6,0,1,0,0,0,0,5817827.167791583,0,0,0
156,2790.22,0,0,1,0,0,0,-2790.22,1,1,0
740,1312694.5,1,0,0,0,0,1,0.0,1,1,1
205,2173365.4,0,0,0,0,0,1,-2173365.4,1,1,1
164,11990.78,0,1,0,0,0,0,629389.2300778881,0,0,0
274,24279.32,1,0,0,0,0,1,0.0,1,1,0
652,762782.66,1,0,0,0,0,1,0.0,1,1,1
306,16682.17,0,0,0,0,1,0,2788.8934006043055,0,0,0
36,322506.69,0,1,0,0,0,0,-317988.38783376093,0,0,0
395,184519.85,0,0,1,0,0,0,21053.19467217769,1,1,0
156,137398.99,0,0,0,0,0,1,-137398.99,1,1,0
155,929.44,0,0,0,0,1,0,94517.47332821708,0,0,0
162,7587.02,0,0,0,0,1,0,13891.440213444981,0,0,0
132,250598.94,0,1,0,0,0,0,-247673.3832687555,0,0,0
311,5659.85,0,0,0,0,1,0,99669.82025629144,0,0,0
33,376251.5,0,0,1,0,0,0,-359935.12,1,1,0
191,11822.13,0,0,0,0,1,0,351986.09861391474,0,0,0
375,2714340.65,0,0,0,0,0,1,-2707758.09,1,1,1
213,1835523.44,1,0,0,0,0,1,0.0,1,1,1
657,1619313.55,1,0,1,0,0,0,0.0,1,1,0
19,177724.46,0,0,1,0,0,0,351140.77101830964,1,1,0
229,37019.04,1,0,0,0,0,1,0.0,1,1,0
346,117932.48,0,1,0,0,0,0,3364861.1333494512,0,0,0
44,305179.84,0,0,0,0,0,1,-293784.84,1,1,1
136,22678.74,0,0,1,0,0,0,223370.94335129345,1,1,0
209,153033.29,0,0,1,0,0,0,-101755.29000000001,1,1,0
117,16671.29,1,0,0,0,0,1,0.0,1,1,0
398,3580542.06,1,0,0,0,0,1,0.0,1,1,1
554,9421856.87,1,0,1,0,0,0,0.0,1,1,0
161,3425.88,0,0,0,0,1,0,-1631.88,0,0,0
307,67028.29,0,0,1,0,0,0,176723.62758361,1,1,0
330,68023.84,0,0,1,0,0,0,64241.089413815585,1,1,0
373,247287.51,0,0,1,0,0,0,26615.30033813609,1,1,0
628,99165.12,1,0,1,0,0,0,0.0,1,1,0
304,398079.97,0,0,1,0,0,0,-393463.97,1,1,0
329,36555.43,0,0,1,0,0,0,-36555.43,1,1,0
177,8503.74,0,0,0,0,1,0,76542.43423946426,0,0,0
44,20340.67,0,0,0,0,1,0,60223.49398300753,0,0,0
209,10433.22,0,0,0,0,1,0,8663.711940039082,0,0,0
228,221900.09,0,0,1,0,0,0,-221708.09,1,1,0
22,93645.66,0,0,1,0,0,0,-50852.66,1,1,0
203,4644693.12,1,0,1,0,0,0,0.0,1,1,0
352,166456.54,1,0,0,0,0,1,0.0,1,1,0
235,274768.02,0,0,1,0,0,0,-274768.02,1,1,0
226,350249.7,0,0,1,0,0,0,-243205.7,1,1,0
395,11278.64,0,0,0,0,1,0,43624.67635397325,0,0,0
98,1155819.58,1,0,0,0,0,1,0.0,1,1,1
592,458361.83,1,0,1,0,0,0,0.0,1,1,0
393,180746.81,0,1,0,0,0,0,-110816.24197562611,0,0,0
667,296721.02,0,1,0,0,0,0,423571.65760427224,0,0,0
252,46225.32,0,0,1,0,0,0,-46225.32,1,1,0
181,70432.04,0,0,1,0,0,0,-59036.03999999999,1,1,0
19,10834.57,0,0,0,0,1,0,-10834.57,0,0,0
406,278664.89,0,0,1,0,0,0,-196735.89,1,1,0
259,153003.25,0,1,0,0,0,0,9849642.566457644,0,0,0
164,250786.92,0,0,1,0,0,0,-183892.92,1,1,0
122,990857.53,1,0,1,0,0,0,0.0,1,1,0
259,245726.47,0,0,1,0,0,0,-230936.47,1,1,0
23,498439.88,0,0,0,0,0,1,-498439.88,1,1,1
154,266490.97,0,1,0,0,0,0,-235070.57459695524,0,0,0
404,16844.04,0,0,0,0,1,0,-16844.04,0,0,0
165,106830.72,0,1,0,0,0,0,23135.904983548768,0,0,0
581,121142.75,1,0,1,0,0,0,0.0,1,1,0
161,146301.41,0,1,0,0,0,0,4166845.4794607256,0,0,0
631,341.3,1,0,0,0,0,1,0.0,1,1,0
20,13663.24,0,0,0,0,1,0,-13663.24,0,0,0
395,237765.42,0,0,1,0,0,0,-237765.42,1,1,0
14,24038.72,0,0,0,0,1,0,-24038.72,0,0,0
296,10000000.0,1,0,0,0,0,1,5591398.953256968,1,1,1
398,93680.95,0,0,1,0,0,0,-79561.95,1,1,0
327,149057.92,0,1,0,0,0,0,8544762.16487513,0,0,0
356,35120.74,0,1,0,0,0,0,-34562.22264655037,0,0,0
372,34207.33,0,0,1,0,0,0,-34207.33,1,1,0
394,225847.36,0,1,0,0,0,0,5612079.422154301,0,0,0
166,8562.26,0,0,0,0,1,0,-8562.26,0,0,0
195,71323.49,1,0,1,0,0,0,0.0,1,1,0
252,145139.03,0,0,1,0,0,0,-140938.03,1,1,0
192,110139.5,0,0,1,0,0,0,-110139.5,1,1,0
161,43866.93,0,0,1,0,0,0,35946.779885899676,1,1,0
261,2785.18,0,0,0,0,1,0,144537.9386135798,0,0,0
300,142890.93,0,0,1,0,0,0,-142890.93,1,1,0
13,233397.81,0,1,0,0,0,0,-231787.17743359733,0,0,0
225,72486.06,0,0,0,0,1,0,-27320.059999999998,0,0,0
596,8237.83,0,0,0,0,1,0,-8237.83,0,0,0
304,20788.15,0,0,0,0,1,0,-15232.150000000001,0,0,0
399,1170051.72,0,0,0,0,0,1,-1170051.72,1,1,1
203,194068.47,0,0,1,0,0,0,-194068.47,1,1,0
580,282500.69,1,0,0,0,0,1,0.0,1,1,1
13,377328.1,0,0,0,0,0,1,-377328.1,1,1,1
45,112150.61,0,1,0,0,0,0,4545733.002132529,0,0,0
8,169188.71,0,0,1,0,0,0,-169188.71,1,1,0
407,312955.14,1,0,1,0,0,0,0.0,1,1,0
118,50845.13,1,0,1,0,0,0,0.0,1,1,0
129,207751.83,0,0,1,0,0,0,-150251.83,1,1,0
251,92532.11,0,1,0,0,0,0,8328412.322837069,0,0,0
206,87858.13,0,1,0,0,0,0,-27508.036460559284,0,0,0
394,493.9,0,0,0,1,0,0,90972.68154896417,0,0,0
57,157610.11,1,0,0,0,0,1,0.0,1,1,0
605,147230.63,1,0,1,0,0,0,0.0,1,1,0
102,1076739.91,1,0,1,0,0,0,0.0,1,1,0
136,174041.88,0,0,0,0,0,1,-68150.88,1,1,0
606,6575903.12,1,0,0,0,0,1,0.0,1,1,1
9,747413.54,0,0,0,0,0,1,-747413.54,1,1,1
93,109598.56,0,0,1,0,0,0,-94129.47,1,1,0
159,173341.04,0,1,0,0,0,0,2423996.2053915686,0,0,0
689,6174385.48,1,0,0,0,0,1,0.0,1,1,1
709,76948.58,0,0,1,0,0,0,554.0695663360675,1,1,0
382,19936.91,0,0,0,0,1,0,-19936.91,0,0,0
226,64839.87,0,0,0,0,1,0,65615.66824609623,0,0,0
332,8725.64,0,0,0,0,1,0,191903.63518277626,0,0,0
211,202583.31,0,1,0,0,0,0,-194292.23908075877,0,0,0
370,196209.53,0,0,1,0,0,0,-171039.53,1,1,0
275,1487.76,0,0,0,0,1,0,-1487.76,0,0,0
259,2885.97,0,0,0,0,1,0,42682.3681856232,0,0,0
386,10000000.0,1,0,1,0,0,0,0.0,1,1,0
324,143986.07,0,0,1,0,0,0,-143986.07,1,1,0
305,315998.01,0,0,1,0,0,0,-315773.01,1,1,0
286,125209.29,0,1,0,0,0,0,20758479.279542536,0,0,0
307,1316185.07,0,0,0,0,0,1,-1250308.29,1,1,1
583,333390.18,1,0,0,0,0,1,0.0,1,1,1
282,832.99,0,0,0,0,1,0,46673.91880745569,0,0,0
214,2329.78,0,0,0,0,1,0,-2329.78,0,0,0
134,235390.36,0,1,0,0,0,0,3414665.5872474257,0,0,0
235,147657.39,0,0,1,0,0,0,-147657.39,1,1,0
281,19474.69,0,0,1,0,0,0,-19474.69,1,1,0
561,348983.86,1,0,0,0,0,1,0.0,1,1,1
261,2689633.8,1,0,0,0,0,1,0.0,1,1,1
308,9642.83,0,0,0,0,1,0,-9642.83,0,0,0
163,163294.35,1,0,0,0,0,1,0.0,1,1,0
620,295205.08,1,0,0,0,0,1,0.0,1,1,1
359,10102.56,0,1,0,0,0,0,768144.2022849356,0,0,0
409,71921.7,1,0,0,0,0,1,0.0,1,1,0
183,755427.05,0,0,0,0,0,1,-755427.05,1,1,1
166,111705.82,0,0,1,0,0,0,-95924.82,1,1,0
428,149304.02,0,0,1,0,0,0,-148150.02,1,1,0
505,745156.83,1,0,0,0,0,1,0.0,1,1,1
356,6396.11,0,0,0,0,1,0,399.56224388411556,0,0,0
50,967153.5,1,0,0,0,0,1,0.0,1,1,1
123,4289.18,1,0,1,0,0,0,0.0,1,1,0
13,700376.75,0,0,1,0,0,0,-679463.75,1,1,0
522,21752.08,0,0,1,0,0,0,-21752.08,1,1,0
255,10967.4,0,0,1,0,0,0,-10809.4,1,1,0
270,395531.72,1,0,0,0,0,1,0.0,1,1,1
159,7071.7,0,0,0,0,1,0,-7071.7,0,0,0
303,95403.26,0,0,0,0,0,1,-74531.26,1,1,0
161,548256.38,0,0,0,0,0,1,-225965.57,1,1,1
325,17558.57,0,0,0,0,1,0,-8196.57,0,0,0
286,172.99,0,0,0,0,1,0,-16.99000000000001,0,0,0
15,8245.8,0,0,0,0,1,0,130885.67782281288,0,0,0
15,4101.94,0,0,0,0,1,0,47147.38871666925,0,0,0
355,243749.2,0,0,1,0,0,0,-243749.2,1,1,0
135,71421.73,0,1,0,0,0,0,5414528.679361108,0,0,0
373,196467.06,0,1,0,0,0,0,-171173.36941439484,0,0,0
207,3134.93,0,0,0,0,1,0,20716.65077905796,0,0,0
569,22117.99,1,0,0,0,0,1,0.0,1,1,0
306,379424.73,0,0,1,0,0,0,-379424.73,1,1,0
132,55859.23,0,0,1,0,0,0,-49070.23,1,1,0
155,13286.06,0,0,0,0,1,0,-11989.06,0,0,0
37,489190.62,0,0,1,0,0,0,-481121.62,1,1,0
350,219314.63,0,1,0,0,0,0,25202434.940293603,0,0,0
401,46182.31,0,0,1,0,0,0,41726.190836809226,1,1,0
100,28871.9,1,0,1,0,0,0,0.0,1,1,0
544,272372.86,0,0,1,0,0,0,-213919.86,1,1,0
135,567991.86,0,0,1,0,0,0,-333480.05,1,1,0
632,52541.42,1,0,1,0,0,0,0.0,1,1,0
228,8232.26,0,0,1,0,0,0,-8232.26,1,1,0
352,158462.05,0,1,0,0,0,0,-69167.47025637726,0,0,0
96,457998.91,0,0,1,0,0,0,-457998.91,1,1,0
208,636724.56,0,0,0,0,0,1,-636724.56,1,1,1
204,74058.55,0,0,1,0,0,0,-74058.55,1,1,0
348,40780.8,0,0,1,0,0,0,-37602.8,1,1,0
691,32935.25,1,0,1,0,0,0,0.0,1,1,0
131,18821.77,0,0,0,0,1,0,40878.611353561806,0,0,0
356,244826.03,0,1,0,0,0,0,6479847.342943637,0,0,0
300,72791.61,0,0,1,0,0,0,-52466.61,1,1,0
16,6841.37,0,1,0,0,0,0,8219.635147768193,0,0,0
705,105269.81,1,0,0,0,0,1,0.0,1,1,0
321,265730.36,0,0,1,0,0,0,-166129.36,1,1,0
253,11304.99,0,0,0,0,1,0,-11304.99,0,0,0
34,376707.87,0,0,0,0,0,1,-376707.87,1,1,1
306,82502.74,0,0,0,0,0,1,-82502.74,1,1,0
303,43068.66,0,0,0,0,1,0,112187.71195869762,0,0,0
154,79010.24,0,0,1,0,0,0,-79010.24,1,1,0
280,302334.05,0,0,1,0,0,0,-291327.05,1,1,0
11,168953.85,0,0,0,0,0,1,-168953.85,1,1,0
43,56741.49,0,0,1,0,0,0,-46460.49,1,1,0
276,554120.14,0,0,0,0,0,1,-529417.14,1,1,1
736,1314660.84,1,0,1,0,0,0,0.0,1,1,0
730,3191058.32,1,0,1,0,0,0,0.0,1,1,0
86,8931607.89,1,0,1,0,0,0,0.0,1,1,0
188,312971.23,1,0,1,0,0,0,0.0,1,1,0
355,58368.66,0,0,1,0,0,0,-48589.66,1,1,0
281,75901.44,0,0,1,0,0,0,-75901.44,1,1,0
155,271949.74,0,0,1,0,0,0,-214417.74,1,1,0
294,21819.57,1,0,1,0,0,0,0.0,1,1,0
374,211260.06,0,1,0,0,0,0,-190570.41433341382,0,0,0
396,62219.2,0,1,0,0,0,0,-48089.44322999274,0,0,0
681,807466.16,1,0,1,0,0,0,0.0,1,1,0
156,10528.38,0,0,0,0,1,0,258756.15630655322,0,0,0
380,22884.65,0,0,0,0,1,0,168620.24451830465,0,0,0
19,10825.61,0,0,0,0,1,0,48736.735569677876,0,0,0
68,281743.12,1,0,0,0,0,1,0.0,1,1,1
267,1259972.05,1,0,1,0,0,0,0.0,1,1,0
253,1686931.54,0,0,0,0,0,1,-1686931.54,1,1,1
330,9198459.96,1,0,0,0,0,1,0.0,1,1,1
212,4531.31,0,0,1,0,0,0,-4004.9600000000005,1,1,0
95,8775594.43,1,0,0,0,0,1,0.0,1,1,1
275,7476.68,0,1,0,0,0,0,20107001.98267703,0,0,0
232,253253.52,0,0,1,0,0,0,-242024.52,1,1,0
192,2214.32,0,0,0,0,1,0,28738.413618084272,0,0,0
411,427373.65,1,0,1,0,0,0,0.0,1,1,0
178,217339.85,0,0,1,0,0,0,-94561.85,1,1,0
97,31329.62,1,0,0,0,0,1,0.0,1,1,0
38,90797.89,0,1,0,0,0,0,9869177.966838118,0,0,0
298,12051.14,0,0,0,0,1,0,-12051.14,0,0,0
369,351206.42,0,0,0,0,0,1,-351206.42,1,1,1
251,1408.28,0,0,0,0,1,0,16318.299302052897,0,0,0
36,79790.21,0,1,0,0,0,0,8555494.079433264,0,0,0
178,8219.54,0,0,0,0,1,0,293015.52197276545,0,0,0
110,904124.58,1,0,0,0,0,1,0.0,1,1,1
438,60274.87,1,0,0,0,0,1,0.0,1,1,0
305,286664.15,0,0,1,0,0,0,-286664.15,1,1,0
187,16630.95,0,0,0,0,1,0,-16630.95,0,0,0
134,181095.17,0,1,0,0,0,0,1786317.9297084124,0,0,0
23,146127.1,1,0,1,0,0,0,0.0,1,1,0
169,19244.9,1,0,0,0,0,1,0.0,1,1,0
362,13667.37,0,0,0,0,1,0,68422.83636076972,0,0,0
349,14279.89,1,0,1,0,0,0,0.0,1,1,0
334,16725.8,0,0,0,0,1,0,37826.65892554668,0,0,0
18,14801.92,0,0,0,0,1,0,1348.866909388329,0,0,0
140,287981.57,0,1,0,0,0,0,-213013.3720577501,0,0,0
692,2109967.47,1,0,1,0,0,0,0.0,1,1,0
441,5429153.98,1,0,0,0,0,1,0.0,1,1,1
201,3044.71,0,0,0,0,1,0,103246.97499929003,0,0,0
349,1258706.84,1,0,1,0,0,0,0.0,1,1,0
41,9394.23,0,0,0,0,1,0,-9394.23,0,0,0
274,24279.32,1,0,1,0,0,0,0.0,1,1,0
425,460434.46,1,0,0,0,0,1,0.0,1,1,1
651,130777.09,1,0,0,0,0,1,0.0,1,1,0
211,6372.97,0,1,0,0,0,0,-5757.8233753859795,0,0,0
36,388773.18,0,0,1,0,0,0,-388773.18,1,1,0
216,16617.33,0,0,0,0,1,0,-16617.33,0,0,0
227,64225.97,0,0,1,0,0,0,-64225.97,1,1,0
262,201281.36,1,0,1,0,0,0,0.0,1,1,0
302,15399.9,0,0,1,0,0,0,26175.926977797913,1,1,0
734,1810044.85,1,0,0,0,0,1,0.0,1,1,1
253,244996.12,0,0,1,0,0,0,-236708.12,1,1,0
691,116636.06,1,0,0,0,0,1,0.0,1,1,0
323,30702.66,0,0,0,0,1,0,9673.161837837917,0,0,0
155,5274.19,0,0,0,0,1,0,86684.02983236058,0,0,0
259,16137.74,0,0,0,0,1,0,92706.74266936585,0,0,0
322,156975.91,0,0,1,0,0,0,-156975.91,1,1,0
179,85944.55,0,0,0,0,0,1,-85944.55,1,1,0
141,163158.18,0,0,1,0,0,0,-163158.18,1,1,0
427,3890627.92,1,0,1,0,0,0,0.0,1,1,0
203,7392.07,0,0,0,0,1,0,398460.14460236917,0,0,0
303,4859.46,0,0,0,0,1,0,-4859.46,0,0,0
476,1146381.44,1,0,1,0,0,0,0.0,1,1,0
374,1642.5,0,0,0,0,1,0,29133.21997850527,0,0,0
355,79112.21,0,1,0,0,0,0,-56586.73929288497,0,0,0
300,3660445.81,0,0,0,0,0,1,-3650029.81,1,1,1
402,21809.97,0,0,0,0,1,0,36858.81483755845,0,0,0
10,96114.84,0,1,0,0,0,0,6561792.704348728,0,0,0
378,187761.76,1,0,0,0,0,1,0.0,1,1,0
13,255595.08,0,0,1,0,0,0,-235353.08,1,1,0
326,626512.2,0,0,0,0,0,1,-525842.2,1,1,1
33,16193.38,0,0,0,0,1,0,-16193.38,0,0,0
162,154061.24,0,0,1,0,0,0,-153465.24,1,1,0
257,6262505.91,1,0,0,0,0,1,0.0,1,1,1
384,349336.37,0,1,0,0,0,0,8138232.545550785,0,0,0
405,63406.58,0,0,0,0,0,1,-33134.58,1,1,0
661,278236.86,0,0,1,0,0,0,-149122.89999999997,1,1,0
44,25274.96,0,0,0,0,1,0,-25274.96,0,0,0
694,6204.71,1,0,1,0,0,0,0.0,1,1,0
17,116955.79,0,1,0,0,0,0,7771036.254427503,0,0,0
326,304989.85,0,0,1,0,0,0,-292594.85,1,1,0
18,9131.0,1,0,0,0,0,1,0.0,1,1,0
587,1116097.52,0,0,0,0,0,1,-1009055.52,1,1,1
232,7658.36,0,0,0,0,1,0,-7658.36,0,0,0
327,4355.0,0,0,0,0,1,0,16931.26244897501,0,0,0
332,19226.25,1,0,1,0,0,0,0.0,1,1,0
252,4697.39,0,0,0,0,1,0,18629.776902186975,0,0,0
9,200622.17,0,0,1,0,0,0,-200622.17,1,1,0
262,2914653.69,1,0,1,0,0,0,0.0,1,1,0
590,177414.58,0,1,0,0,0,0,4758174.722699151,0,0,0
400,130278.99,1,0,1,0,0,0,0.0,1,1,0
276,232237.28,0,0,1,0,0,0,-232237.28,1,1,0
356,123775.25,0,1,0,0,0,0,4653354.955066118,0,0,0
255,667257.72,1,0,1,0,0,0,0.0,1,1,0
573,65651.99,0,1,0,0,0,0,5351294.542907258,0,0,0
321,83611.21,0,0,1,0,0,0,-32797.21000000001,1,1,0
9,302328.51,0,0,0,0,0,1,-302328.51,1,1,1
331,59906.98,0,1,0,0,0,0,-59178.99282511924,0,0,0
185,517074.44,0,0,1,0,0,0,-409585.44,1,1,0
304,372454.84,0,1,0,0,0,0,-361495.69690672046,0,0,0
160,4691.37,0,0,0,0,1,0,612324.9049582947,0,0,0
274,213513.97,0,0,0,0,0,1,-213513.97,1,1,1
299,197800.9,0,0,1,0,0,0,-145436.9,1,1,0
226,257938.52,0,1,0,0,0,0,-18550.54703040232,0,0,0
282,1709224.02,1,0,1,0,0,0,0.0,1,1,0
548,9113.54,0,0,0,0,1,0,-9113.54,0,0,0
397,193645.28,0,0,1,0,0,0,-193645.28,1,1,0
225,2873.61,0,0,0,0,1,0,-2873.61,0,0,0
362,1254.52,0,1,0,0,0,0,17413.579841984225,0,0,0
556,788855.1,1,0,1,0,0,0,0.0,1,1,0
42,11923.58,0,0,0,0,1,0,65608.558354288,0,0,0
305,18209.34,0,0,0,0,1,0,218809.60398199415,0,0,0
326,143622.66,0,0,1,0,0,0,-143622.66,1,1,0
378,209901.77,0,0,1,0,0,0,-209901.77,1,1,0
10,1652.8,0,0,0,0,1,0,122350.82524827113,0,0,0
661,2140888.35,1,0,0,0,0,1,0.0,1,1,1
229,410998.62,0,0,1,0,0,0,-345124.62,1,1,0
275,513082.74,1,0,0,0,0,1,0.0,1,1,1
34,51817.97,0,0,1,0,0,0,-30778.97,1,1,0
662,1468304.35,1,0,0,0,0,1,0.0,1,1,1
157,279558.59,0,0,1,0,0,0,-279558.59,1,1,0
436,842554.02,1,0,0,0,0,1,0.0,1,1,1
378,67580.88,0,0,1,0,0,0,-66612.88,1,1,0
161,146068.53,0,1,0,0,0,0,4972687.4434385,0,0,0
324,38862.92,0,1,0,0,0,0,-38608.49461711451,0,0,0
141,123569.87,0,1,0,0,0,0,-84053.87211186031,0,0,0
687,103541.07,0,0,1,0,0,0,-101963.07,1,1,0
353,275082.0,1,0,0,0,0,1,0.0,1,1,1
283,75655.17,0,0,1,0,0,0,-50544.17,1,1,0
281,119136.91,0,1,0,0,0,0,306369.88208681147,0,0,0
660,14360.12,1,0,1,0,0,0,0.0,1,1,0
9,350705.74,1,0,1,0,0,0,0.0,1,1,0
568,30790.13,1,0,0,0,0,1,0.0,1,1,0
142,346374.54,1,0,0,0,0,1,0.0,1,1,1
328,474467.2,1,0,0,0,0,1,0.0,1,1,1
421,10000000.0,1,0,1,0,0,0,0.0,1,1,0
437,119041.12,1,0,1,0,0,0,0.0,1,1,0
186,258399.47,0,0,1,0,0,0,-258399.47,1,1,0
44,27932.79,0,1,0,0,0,0,14287999.631165884,0,0,0
370,21262.75,0,0,0,0,1,0,-6610.57,0,0,0
21,740410.33,0,0,0,0,0,1,-740410.33,1,1,1
257,49016.5,0,0,1,0,0,0,-49016.5,1,1,0
542,612.96,0,0,0,0,1,0,243671.60636827233,0,0,0
130,169770.34,0,1,0,0,0,0,1760017.2927551987,0,0,0
260,124891.94,0,0,1,0,0,0,-88260.94,1,1,0
260,223821.07,0,0,1,0,0,0,-223821.07,1,1,0
80,42659.39,1,0,0,0,0,1,0.0,1,1,0
337,4644.75,0,0,0,0,1,0,6454.475957724804,0,0,0
394,308768.86,0,1,0,0,0,0,2434007.888835999,0,0,0
322,180361.57,0,0,1,0,0,0,-170460.57,1,1,0
259,202816.95,0,0,0,0,0,1,-154119.95,1,1,1
279,55799.45,0,0,1,0,0,0,-55799.45,1,1,0
158,161126.3,0,0,1,0,0,0,-39338.29999999999,1,1,0
399,3843.52,0,0,1,0,0,0,-3843.52,1,1,0
31,120406.39,1,0,0,0,0,1,0.0,1,1,0
526,53779.69,0,1,0,0,0,0,2450997.535039886,0,0,0
617,10000000.0,1,0,1,0,0,0,0.0,1,1,0
302,296959.68,0,0,1,0,0,0,-276584.68,1,1,0
163,25306.56,0,0,0,0,1,0,-25306.56,0,0,0
325,134907.69,0,0,1,0,0,0,-93683.69,1,1,0
240,3796.15,0,0,0,0,1,0,-3796.15,0,0,0
350,98781.7,0,1,0,0,0,0,-44962.635665170994,0,0,0
699,257643.59,1,0,1,0,0,0,0.0,1,1,0
345,704276.39,0,0,1,0,0,0,-693981.39,1,1,0
303,813343.74,0,0,1,0,0,0,-625056.74,1,1,0
208,11168.72,0,0,0,0,1,0,-11168.72,0,0,0
329,23447.24,0,0,0,0,1,0,-23447.24,0,0,0
348,12508.12,0,0,0,0,1,0,212042.6153948962,0,0,0
176,665489.33,1,0,0,0,0,1,0.0,1,1,1
229,850077.29,0,0,0,0,0,1,-818995.29,1,1,1
258,563604.31,0,0,0,0,0,1,-563604.31,1,1,1
130,23027.16,0,0,0,0,0,1,-23027.16,1,1,0
325,26080.63,0,0,0,0,1,0,9998.158822978115,0,0,0
211,157137.97,1,0,0,0,0,1,0.0,1,1,0
308,314767.18,0,0,0,0,0,1,-275534.45999999996,1,1,1
230,5546.44,0,0,0,0,1,0,-4802.44,0,0,0
227,36927.71,0,0,0,0,1,0,-22558.25,0,0,0
501,472808.24,1,0,0,0,0,1,0.0,1,1,1
352,2263444.65,0,0,0,0,0,1,-2263444.65,1,1,1
374,9852.36,0,0,0,0,1,0,10795.352176500975,0,0,0
208,271834.92,0,0,1,0,0,0,-177499.91999999998,1,1,0
53,3640271.29,1,0,0,0,0,1,0.0,1,1,1
232,3017156.01,1,0,0,0,0,1,0.0,1,1,1
332,78229.77,0,0,1,0,0,0,631922.8734546514,1,1,0
406,13401.92,0,0,0,0,1,0,-13401.92,0,0,0
261,8659.14,0,0,0,0,1,0,8395.763322777246,0,0,0
218,145379.14,1,0,0,0,0,1,0.0,1,1,0
14,5042.48,0,0,0,0,1,0,-5042.48,0,0,0
333,214410.42,0,0,1,0,0,0,-214410.42,1,1,0
38,145606.27,0,0,1,0,0,0,-126479.26999999999,1,1,0
659,6085.5,0,0,0,0,1,0,-5646.5,0,0,0
16,75274.19,0,0,1,0,0,0,-74934.19,1,1,0
378,26190.15,0,0,0,0,1,0,-11030.150000000001,0,0,0
155,120605.99,0,1,0,0,0,0,8055102.658676003,0,0,0
135,260726.71,0,0,1,0,0,0,-256372.71,1,1,0
307,204752.77,0,1,0,0,0,0,-190139.06855961654,0,0,0
542,402373.1,0,0,0,0,0,1,-402373.1,1,1,1
568,32521.24,1,0,0,0,0,1,0.0,1,1,0
318,756426.12,1,0,1,0,0,0,0.0,1,1,0
546,985382.96,0,0,0,0,0,1,-985382.96,1,1,1
154,28483.26,0,0,0,0,1,0,-6759.489999999998,0,0,0
184,282530.94,0,0,1,0,0,0,-260849.94,1,1,0
680,10000000.0,1,0,0,0,0,1,2651979.309177216,1,1,1
290,1454356.81,1,0,0,0,0,1,0.0,1,1,1
44,11080.67,0,0,0,0,1,0,-11080.67,0,0,0
395,171880.67,1,0,0,0,0,1,0.0,1,1,0
207,38427.47,1,0,0,0,0,1,0.0,1,1,0
186,168218.49,0,0,1,0,0,0,-158048.49,1,1,0
213,1650168.9,1,0,0,0,0,1,0.0,1,1,1
284,131905.45,0,0,1,0,0,0,-102078.45000000001,1,1,0
238,2675.43,0,0,0,0,1,0,271936.0566280763,0,0,0
43,151990.49,0,1,0,0,0,0,12206318.167935818,0,0,0
335,7149.32,0,0,1,0,0,0,-7149.32,1,1,0
72,730574.39,1,0,0,0,0,1,0.0,1,1,1
212,20408.18,0,0,0,0,1,0,-20408.18,0,0,0
396,370204.23,0,1,0,0,0,0,2247074.9900527354,0,0,0
155,95231.28,0,1,0,0,0,0,1924723.6053392533,0,0,0
186,20364.0,1,0,0,0,0,1,0.0,1,1,0
181,20608.1,0,0,0,0,1,0,192517.53198909946,0,0,0
730,1665334.68,1,0,0,0,0,1,0.0,1,1,1
282,7582.17,0,0,0,0,1,0,-7582.17,0,0,0
349,588899.16,0,1,0,0,0,0,1053014.712116329,0,0,0
330,87501.42,0,0,1,0,0,0,-76312.42,1,1,0
36,32382.96,1,0,0,0,0,1,0.0,1,1,0
231,16032.22,0,1,0,0,0,0,8196057.906929544,0,0,0
350,640648.06,1,0,0,0,0,1,0.0,1,1,1
594,335071.5,1,0,0,0,0,1,0.0,1,1,1
285,212975.59,1,0,1,0,0,0,0.0,1,1,0
